CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalSpend,Contract,SupportCalls,Churn,ChurnProbability,PredictedChurn,RiskLevel
C0156,18,Female,18,2965.65,53381.7,Monthly,0,Yes,47.90612455133792,No,Medium
C0157,28,Female,26,1328.41,34538.66,Quarterly,5,No,29.299787916075736,No,Low
C0158,44,Male,49,2563.49,125611.01,Monthly,1,No,39.8223361296465,No,Medium
C0159,58,Female,1,336.91,336.91,Monthly,6,Yes,54.89314318916001,Yes,Medium
C0160,23,Female,69,2999.24,206947.56,Quarterly,5,No,22.318946524924797,No,Low
C0161,20,Female,53,1879.9,99634.7,Monthly,4,No,47.643103992232554,No,Medium
C0162,54,Male,17,950.93,16165.81,Quarterly,8,Yes,40.21612147850577,No,Medium
C0163,63,Female,1,2875.94,2875.94,Yearly,3,No,38.085248313518925,No,Medium
C0164,18,Female,32,426.62,13651.84,Quarterly,7,Yes,31.5652006917297,No,Medium
C0165,56,Male,26,1645.05,42771.3,Quarterly,5,No,31.974051195610077,No,Medium
C0166,20,Female,50,2600.89,130044.5,Yearly,5,No,26.968485125582802,No,Low
C0167,61,Male,5,538.7,2693.5,Yearly,10,No,44.866960523915864,No,Medium
C0168,34,Female,47,1435.45,67466.15,Monthly,4,No,48.33633009385714,No,Medium
C0169,38,Female,14,2201.02,30814.28,Yearly,2,No,25.878228668385265,No,Low
C0170,56,Male,38,1966.61,74731.18,Yearly,1,No,18.64198885327934,No,Low
C0171,55,Female,50,1892.78,94639.0,Yearly,10,No,43.740757205617506,No,Medium
C0172,68,Male,63,2261.27,142460.01,Yearly,8,Yes,34.400953386176276,No,Medium
C0173,55,Female,30,1979.63,59388.9,Quarterly,2,No,22.449603394728378,No,Low
C0174,34,Male,5,2450.47,12252.35,Yearly,9,Yes,56.780253882938304,Yes,Medium
C0175,34,Male,17,997.26,16953.42,Yearly,7,No,35.741606327744314,No,Medium
C0176,22,Female,34,1976.18,67190.12,Yearly,1,No,18.37774984128432,No,Low
C0177,30,Male,43,948.39,40780.77,Yearly,2,No,18.317603055349576,No,Low
C0178,64,Male,23,645.72,14851.56,Quarterly,10,No,45.56009001336921,No,Medium
C0179,33,Male,8,786.18,6289.44,Monthly,3,Yes,47.57828405303018,No,Medium
C0180,42,Female,67,2660.66,178264.22,Quarterly,10,No,39.73797474797564,No,Medium
C0181,46,Male,32,765.26,24488.32,Monthly,9,Yes,68.02414125219667,Yes,High
C0182,68,Male,19,2518.83,47857.77,Monthly,1,No,50.24861289181569,Yes,Medium
C0183,45,Male,42,777.93,32673.06,Monthly,4,Yes,48.61407511881464,No,Medium
C0184,23,Male,1,1742.94,1742.94,Yearly,9,No,51.63887740784629,Yes,Medium
C0185,63,Female,34,647.62,22019.08,Quarterly,9,Yes,39.915067338211905,No,Medium
C0186,62,Male,27,406.14,10965.78,Monthly,8,No,63.3915322496819,Yes,High
C0187,64,Female,56,2658.66,148884.96,Monthly,0,No,33.1499806931737,No,Medium
C0188,43,Male,36,2476.74,89162.64,Monthly,0,No,40.16502488760352,No,Medium
C0189,52,Male,52,865.24,44992.48,Monthly,7,Yes,59.50696114502808,Yes,Medium
C0190,39,Female,14,1969.29,27570.06,Monthly,6,Yes,65.51341687381878,Yes,High
C0191,31,Male,2,2318.17,4636.34,Quarterly,10,Yes,61.26243297044428,Yes,High
C0192,68,Female,7,2155.35,15087.45,Quarterly,6,No,42.31192247711814,No,Medium
C0193,63,Female,18,1508.01,27144.18,Yearly,2,No,21.935231088085132,No,Low
C0194,68,Male,15,583.15,8747.25,Quarterly,6,Yes,31.114071179081076,No,Medium
C0195,54,Female,28,354.19,9917.32,Monthly,8,Yes,61.956219880835995,Yes,High
C0196,34,Female,44,929.68,40905.92,Monthly,3,Yes,43.707637882674184,No,Medium
C0197,42,Female,68,1258.78,85597.04,Quarterly,8,No,33.45148836177746,No,Medium
C0198,62,Male,18,534.68,9624.24,Monthly,5,No,53.16404499590299,Yes,Medium
C0199,51,Female,8,1883.65,15069.2,Quarterly,2,Yes,26.145157565844624,No,Low
C0200,59,Male,41,1211.11,49655.51,Yearly,3,No,21.663567692609806,No,Low
C0201,43,Female,64,1841.1,117830.4,Quarterly,7,No,30.441655641878718,No,Medium
C0202,62,Female,70,1935.59,135491.3,Monthly,0,No,29.50015314666364,No,Low
C0203,39,Female,21,712.72,14967.12,Monthly,6,Yes,56.540351376170925,Yes,Medium
C0204,65,Male,4,2597.21,10388.84,Quarterly,7,Yes,51.93686796460043,Yes,Medium
C0205,26,Female,3,1716.18,5148.54,Quarterly,7,Yes,43.04197178609133,No,Medium
C0206,54,Female,36,2992.59,107733.24,Monthly,5,Yes,60.26832423583328,Yes,High
C0207,19,Female,4,314.31,1257.24,Monthly,5,No,50.33287170598682,Yes,Medium
C0208,66,Male,51,2516.33,128332.83,Quarterly,1,No,17.748552362029542,No,Low
C0209,32,Male,8,1586.87,12694.96,Quarterly,4,Yes,31.332676848218966,No,Medium
C0210,23,Male,26,1173.93,30522.18,Quarterly,2,No,20.81010660763333,No,Low
C0211,37,Male,20,954.51,19090.2,Monthly,0,Yes,36.312543902513625,No,Medium
C0212,43,Female,14,1079.3,15110.2,Monthly,4,No,51.98175050560848,Yes,Medium
C0213,28,Female,3,439.92,1319.76,Quarterly,1,No,15.983587840436112,No,Low
C0214,27,Female,5,471.11,2355.55,Quarterly,1,Yes,16.0815957434454,No,Low
C0215,30,Male,40,2486.66,99466.4,Quarterly,0,Yes,17.41273740741218,No,Low
C0216,54,Male,17,615.08,10456.36,Yearly,7,No,33.63698708744198,No,Medium
C0217,55,Male,35,1241.94,43467.9,Monthly,0,No,35.99496319668766,No,Medium
C0218,22,Female,62,2314.13,143476.06,Quarterly,1,No,14.794635352227486,No,Low
C0219,31,Female,9,853.5,7681.5,Monthly,2,No,42.998810291079764,No,Medium
C0220,52,Male,1,2301.03,2301.03,Monthly,5,No,68.90129196616691,Yes,High
C0221,46,Male,72,2535.44,182551.68,Quarterly,4,No,20.303638477613774,No,Low
C0222,31,Female,60,741.87,44512.2,Quarterly,4,No,21.940178865071587,No,Low
C0223,54,Male,5,936.37,4681.85,Monthly,9,Yes,71.23785312337213,Yes,High
C0224,21,Female,42,1359.6,57103.2,Monthly,7,Yes,60.40360303668555,Yes,High
C0225,25,Female,39,2227.21,86861.19,Monthly,2,No,44.61926726945889,No,Medium
C0226,55,Male,23,1484.61,34146.03,Quarterly,0,No,17.591028566891143,No,Low
C0227,42,Male,17,2728.85,46390.45,Quarterly,6,No,44.044836914311155,No,Medium
C0228,19,Female,53,2747.47,145615.91,Yearly,2,Yes,18.259082533865875,No,Low
C0229,56,Female,51,1465.13,74721.63,Quarterly,2,No,18.32185466000022,No,Low
C0230,24,Female,51,1204.25,61416.75,Yearly,3,No,19.658254577232633,No,Low
C0231,32,Female,29,1637.64,47491.56,Monthly,6,Yes,60.243418879637254,Yes,High
C0232,44,Female,36,2993.77,107775.72,Monthly,8,Yes,70.66294657898102,Yes,High
C0233,50,Male,27,2308.65,62333.55,Quarterly,3,Yes,28.083696909035567,No,Low
C0234,39,Male,66,2358.64,155670.24,Yearly,10,Yes,40.44930427377061,No,Medium
C0235,27,Female,38,1748.5,66443.0,Yearly,3,No,22.234088174578215,No,Low
C0236,62,Female,52,1372.68,71379.36,Quarterly,7,No,32.58423979283038,No,Medium
C0237,22,Female,29,918.98,26650.42,Quarterly,1,No,16.71997026247073,No,Low
C0238,44,Male,36,1765.36,63552.96,Monthly,10,No,74.05468688940157,Yes,High
C0239,44,Female,69,2532.36,174732.84,Yearly,9,No,34.688761484061885,No,Medium
C0240,57,Male,38,913.85,34726.3,Monthly,6,No,57.29393261601271,Yes,Medium
C0241,64,Female,46,1960.37,90177.02,Monthly,9,No,68.58186798094403,Yes,High
C0242,30,Male,62,572.15,35473.3,Monthly,0,Yes,32.02930180184585,No,Medium
C0243,64,Male,60,1901.0,114060.0,Monthly,3,No,43.67940583418534,No,Medium
C0244,65,Female,68,2433.23,165459.64,Monthly,4,Yes,43.87507917681689,No,Medium
C0245,25,Male,31,1938.13,60082.03,Quarterly,5,No,31.900981605013197,No,Medium
C0246,68,Male,29,581.47,16862.63,Quarterly,8,No,37.38438285149368,No,Medium
C0247,39,Female,11,1517.27,16689.97,Yearly,4,No,28.66779828227447,No,Low
C0248,38,Male,36,636.59,22917.24,Yearly,8,No,36.019746905624736,No,Medium
C0249,18,Male,63,1140.9,71876.7,Quarterly,2,Yes,17.46451339238998,No,Low
C0250,57,Male,15,1377.31,20659.65,Monthly,8,Yes,69.67029058768726,Yes,High
C0251,26,Female,52,2427.03,126205.56,Quarterly,9,No,40.80868029637559,No,Medium
C0252,58,Female,35,1375.06,48127.1,Yearly,8,No,37.94106422308415,No,Medium
C0253,43,Female,38,1235.13,46934.94,Yearly,1,No,16.40600757794491,No,Low
C0254,44,Female,34,2779.83,94514.22,Quarterly,10,Yes,52.22787075033244,Yes,Medium
C0255,61,Female,51,970.21,49480.71,Yearly,8,No,34.789566283508414,No,Medium
C0256,24,Female,52,1431.1,74417.2,Yearly,7,No,31.461559523461258,No,Medium
C0257,50,Male,49,2407.34,117959.66,Yearly,10,No,46.03118404560698,No,Medium
C0258,39,Male,26,335.36,8719.36,Quarterly,4,No,23.21169939331514,No,Low
C0259,66,Male,71,2933.96,208311.16,Monthly,8,No,58.76350490123966,Yes,Medium
C0260,66,Female,20,1419.49,28389.8,Monthly,7,Yes,64.77771242556389,Yes,High
C0261,66,Male,71,1907.54,135435.34,Quarterly,6,No,26.936371484062207,No,Low
C0262,68,Male,56,2724.75,152586.0,Quarterly,0,Yes,14.799146985867031,No,Low
C0263,62,Male,30,2558.72,76761.6,Quarterly,2,Yes,25.328610006315255,No,Low
C0264,35,Female,1,2393.92,2393.92,Monthly,1,Yes,53.82213391485372,Yes,Medium
C0265,19,Female,38,2366.46,89925.48,Monthly,3,Yes,49.213231738582984,No,Medium
C0266,18,Female,8,2626.82,21014.56,Monthly,6,Yes,71.22383919015918,Yes,High
C0267,20,Female,32,1035.22,33127.04,Monthly,2,No,41.48214319372169,No,Medium
C0268,63,Female,34,1403.58,47721.72,Quarterly,6,Yes,32.05571854597085,No,Medium
C0269,45,Male,32,2233.13,71460.16,Quarterly,7,Yes,40.21283611516691,No,Medium
C0270,18,Female,57,899.32,51261.24,Monthly,7,Yes,57.562152943953706,Yes,Medium
C0271,40,Female,59,1664.87,98227.33,Monthly,7,No,57.87893414662897,Yes,Medium
C0272,64,Male,67,2696.14,180641.38,Monthly,7,Yes,56.73111283521608,Yes,Medium
C0273,51,Male,35,956.56,33479.6,Yearly,7,Yes,33.82871729414656,No,Medium
C0274,63,Male,16,1372.4,21958.4,Quarterly,4,Yes,28.998693572039663,No,Low
C0275,38,Female,14,1091.5,15281.0,Yearly,1,No,17.8974046791142,No,Low
C0276,24,Male,7,2286.94,16008.58,Monthly,4,No,63.35876756073724,Yes,High
C0277,36,Female,19,1874.21,35609.99,Yearly,1,No,20.56032238206638,No,Low
C0278,19,Male,1,2507.1,2507.1,Yearly,3,No,35.59823404135861,No,Medium
C0279,28,Female,2,1280.26,2560.52,Yearly,6,No,35.00027892886043,No,Medium
C0280,29,Male,20,1985.2,39704.0,Monthly,5,No,61.50158990792498,Yes,High
C0281,47,Female,9,1477.54,13297.86,Yearly,2,No,22.865788227925155,No,Low
C0282,69,Male,24,608.44,14602.56,Yearly,7,No,33.368624015681625,No,Medium
C0283,63,Male,14,2302.55,32235.7,Yearly,1,No,24.56929569150513,No,Low
C0284,62,Female,25,996.3,24907.5,Yearly,5,No,27.495278164836467,No,Low
C0285,39,Female,4,657.15,2628.6,Yearly,1,No,16.530854018658943,No,Low
C0286,40,Male,37,349.65,12937.05,Quarterly,1,Yes,15.853456353161398,No,Low
C0287,38,Male,42,1856.59,77976.78,Yearly,5,No,28.6133345166834,No,Low
C0288,51,Female,17,1394.17,23700.89,Yearly,5,No,30.351368693559404,No,Medium
C0289,29,Female,27,2730.05,73711.35,Yearly,5,Yes,34.62183977078461,No,Medium
C0290,44,Male,40,976.97,39078.8,Quarterly,8,No,37.74601743565375,No,Medium
C0291,24,Female,10,2768.91,27689.1,Monthly,9,Yes,80.06597834185295,Yes,High
C0292,38,Male,62,1701.08,105466.96,Yearly,1,No,15.010529915999976,No,Low
C0293,60,Female,65,523.56,34031.4,Quarterly,3,No,19.413269452058838,No,Low
C0294,68,Male,26,484.27,12591.02,Quarterly,10,Yes,44.558447225296035,No,Medium
C0295,57,Female,11,1260.32,13863.52,Yearly,0,No,16.749631140625297,No,Low
C0296,56,Male,54,1585.34,85608.36,Yearly,7,No,32.60765612550114,No,Medium
C0297,39,Female,69,1606.14,110823.66,Yearly,9,No,35.58316995872557,No,Medium
C0298,53,Male,20,737.44,14748.8,Yearly,3,No,21.769144035836426,No,Low
C0299,60,Male,62,2879.14,178506.68,Monthly,10,Yes,69.20695205996938,Yes,High
C0300,51,Male,26,1580.44,41091.44,Quarterly,8,Yes,42.45206511720115,No,Medium
C0301,26,Female,40,2266.11,90644.4,Yearly,8,No,39.49444835134378,No,Medium
C0302,60,Male,42,1541.14,64727.88,Monthly,2,No,43.27160552100971,No,Medium
C0303,20,Female,44,2912.79,128162.76,Yearly,5,No,29.369941215248673,No,Low
C0304,51,Female,12,1274.63,15295.56,Monthly,10,Yes,74.73550699208842,Yes,High
C0305,66,Male,61,2433.04,148415.44,Monthly,8,Yes,62.62087492706231,Yes,High
C0306,66,Male,47,534.1,25102.7,Monthly,7,Yes,59.44030596089064,Yes,Medium
C0307,36,Male,8,2025.16,16201.28,Monthly,0,Yes,45.8706824774467,No,Medium
C0308,40,Male,70,2947.56,206329.2,Yearly,1,No,13.379550219740555,No,Low
C0309,42,Male,12,897.27,10767.24,Quarterly,9,Yes,44.03374193224632,No,Medium
C0310,58,Female,26,406.45,10567.7,Yearly,9,Yes,38.242355234832075,No,Medium
